"Waterbody_ID","Total_Length","Species","Year"
1,21.9,"bkc",2001
1,21.1,"bkc",2001
1,21.1,"bkc",2001
1,21.1,"bkc",2001
1,21.6,"bkc",2001
1,21.3,"bkc",2001
1,22.7,"bkc",2001
1,22,"bkc",2001
1,22.3,"bkc",2001
1,22.1,"bkc",2001
1,22.7,"bkc",2001
1,22.4,"bkc",2001
1,22.7,"bkc",2001
1,22.7,"bkc",2001
1,22.4,"bkc",2001
1,22.1,"bkc",2001
1,22.1,"bkc",2001
1,22.8,"bkc",2001
1,22.1,"bkc",2001
1,22.6,"bkc",2001
1,22.9,"bkc",2001
1,22.4,"bkc",2001
1,22.5,"bkc",2001
1,22,"bkc",2001
1,22.7,"bkc",2001
1,22.3,"bkc",2001
1,22.3,"bkc",2001
1,22.5,"bkc",2001
1,22.6,"bkc",2001
1,22.6,"bkc",2001
1,22.2,"bkc",2001
1,22.5,"bkc",2001
1,22,"bkc",2001
1,22,"bkc",2001
1,23.8,"bkc",2001
1,23.4,"bkc",2001
1,23.1,"bkc",2001
1,23.7,"bkc",2001
1,23.2,"bkc",2001
1,23.2,"bkc",2001
1,23.2,"bkc",2001
1,23.3,"bkc",2001
1,23.1,"bkc",2001
1,23.2,"bkc",2001
1,23.1,"bkc",2001
1,23.3,"bkc",2001
1,24.5,"bkc",2001
1,24.2,"bkc",2001
1,24.6,"bkc",2001
1,25.5,"bkc",2001
1,19.6,"bkc",2003
1,20.4,"bkc",2003
1,20.3,"bkc",2003
1,21.4,"bkc",2003
1,21.2,"bkc",2003
1,21.8,"bkc",2003
1,21.3,"bkc",2003
1,21.4,"bkc",2003
1,21,"bkc",2003
1,21.5,"bkc",2003
1,21.5,"bkc",2003
1,21.1,"bkc",2003
1,21.6,"bkc",2003
1,21.3,"bkc",2003
1,21.4,"bkc",2003
1,21.2,"bkc",2003
1,21.7,"bkc",2003
1,21.2,"bkc",2003
1,22.2,"bkc",2003
1,22.4,"bkc",2003
1,22.2,"bkc",2003
1,22.7,"bkc",2003
1,22.6,"bkc",2003
1,22.6,"bkc",2003
1,22.2,"bkc",2003
1,22.3,"bkc",2003
1,22.6,"bkc",2003
1,22.6,"bkc",2003
1,22.3,"bkc",2003
1,22.5,"bkc",2003
1,23.8,"bkc",2003
1,23,"bkc",2003
1,23.3,"bkc",2003
1,23.7,"bkc",2003
1,23.6,"bkc",2003
1,23.3,"bkc",2003
1,23.1,"bkc",2003
1,23.8,"bkc",2003
1,23.2,"bkc",2003
1,23.7,"bkc",2003
1,23.2,"bkc",2003
1,23.1,"bkc",2003
1,23.2,"bkc",2003
1,23.7,"bkc",2003
1,23.6,"bkc",2003
1,23.4,"bkc",2003
1,23.3,"bkc",2003
1,23.4,"bkc",2003
1,23.2,"bkc",2003
1,23.8,"bkc",2003
1,23.3,"bkc",2003
1,23.4,"bkc",2003
1,23,"bkc",2003
1,23.5,"bkc",2003
1,23.5,"bkc",2003
1,23.1,"bkc",2003
1,24.6,"bkc",2003
1,24.3,"bkc",2003
1,24.4,"bkc",2003
1,24.2,"bkc",2003
1,24.7,"bkc",2003
1,24.2,"bkc",2003
1,24.2,"bkc",2003
1,24.4,"bkc",2003
1,24.2,"bkc",2003
1,24.7,"bkc",2003
1,24.6,"bkc",2003
1,24.6,"bkc",2003
1,24.2,"bkc",2003
1,24.3,"bkc",2003
1,24.6,"bkc",2003
1,24.6,"bkc",2003
1,24.3,"bkc",2003
1,24.5,"bkc",2003
1,24.8,"bkc",2003
1,24,"bkc",2003
1,24.3,"bkc",2003
1,24.7,"bkc",2003
1,24.6,"bkc",2003
1,24.3,"bkc",2003
1,24.1,"bkc",2003
1,24.8,"bkc",2003
1,24.2,"bkc",2003
1,24.7,"bkc",2003
1,28.2,"bkc",2003
1,28.1,"bkc",2003
1,28.2,"bkc",2003
1,28.7,"bkc",2003
1,28.6,"bkc",2003
1,28.4,"bkc",2003
1,28.3,"bkc",2003
1,28.4,"bkc",2003
1,28.2,"bkc",2003
1,28.8,"bkc",2003
1,28.3,"bkc",2003
1,28.4,"bkc",2003
1,29,"bkc",2003
1,29.5,"bkc",2003
1,29.5,"bkc",2003
1,31.1,"bkc",2003
1,17.3,"bkc",2005
1,19.6,"bkc",2005
1,16.3,"bbh",1999
1,16.6,"bbh",1999
1,18.2,"bbh",1999
1,19.8,"bbh",1999
1,20.4,"bbh",1999
1,20.3,"bbh",1999
1,21.5,"bbh",1999
1,21.9,"bbh",1999
1,23.5,"bbh",1999
1,23.3,"bbh",1999
1,25.1,"bbh",1999
1,25.8,"bbh",1999
1,26.2,"bbh",1999
1,26.8,"bbh",1999
1,26.9,"bbh",1999
1,27.5,"bbh",1999
1,27,"bbh",1999
1,27.5,"bbh",1999
1,27.8,"bbh",1999
1,27.7,"bbh",1999
1,28.7,"bbh",1999
1,28,"bbh",1999
1,28.7,"bbh",1999
1,28.4,"bbh",1999
1,28.4,"bbh",1999
1,28.5,"bbh",1999
1,28.8,"bbh",1999
1,28.6,"bbh",1999
1,28.5,"bbh",1999
1,28.8,"bbh",1999
1,28.2,"bbh",1999
1,28.2,"bbh",1999
1,28.4,"bbh",1999
1,28.2,"bbh",1999
1,28.3,"bbh",1999
1,28.5,"bbh",1999
1,28.7,"bbh",1999
1,28.7,"bbh",1999
1,28.7,"bbh",1999
1,28.8,"bbh",1999
1,28.3,"bbh",1999
1,28.1,"bbh",1999
1,28.2,"bbh",1999
1,29.7,"bbh",1999
1,29.3,"bbh",1999
1,29.8,"bbh",1999
1,29.8,"bbh",1999
1,29.1,"bbh",1999
1,29.8,"bbh",1999
1,29.3,"bbh",1999
1,29.6,"bbh",1999
1,29.3,"bbh",1999
1,29.5,"bbh",1999
1,29.4,"bbh",1999
1,29.4,"bbh",1999
1,29.8,"bbh",1999
1,29.5,"bbh",1999
1,29.4,"bbh",1999
1,29.9,"bbh",1999
1,29.3,"bbh",1999
1,29.2,"bbh",1999
1,29.7,"bbh",1999
1,29.9,"bbh",1999
1,29.8,"bbh",1999
1,29.9,"bbh",1999
1,30.8,"bbh",1999
1,30.6,"bbh",1999
1,30.6,"bbh",1999
1,30.2,"bbh",1999
1,30.7,"bbh",1999
1,30.2,"bbh",1999
1,30.5,"bbh",1999
1,30.8,"bbh",1999
1,30.5,"bbh",1999
1,30.8,"bbh",1999
1,30.3,"bbh",1999
1,30.1,"bbh",1999
1,30.4,"bbh",1999
1,30.8,"bbh",1999
1,30.2,"bbh",1999
1,30.8,"bbh",1999
1,30.7,"bbh",1999
1,30.3,"bbh",1999
1,30.1,"bbh",1999
1,31.4,"bbh",1999
1,31.3,"bbh",1999
1,31.9,"bbh",1999
1,31.8,"bbh",1999
1,31.1,"bbh",1999
1,31.4,"bbh",1999
1,31,"bbh",1999
1,31.1,"bbh",1999
1,31.6,"bbh",1999
1,31.1,"bbh",1999
1,32,"bbh",1999
1,32.1,"bbh",1999
1,32.8,"bbh",1999
1,33.7,"bbh",1999
1,35.4,"bbh",1999
1,16.6,"bbh",2001
1,17.8,"bbh",2001
1,18.8,"bbh",2001
1,21.8,"bbh",2001
1,21.2,"bbh",2001
1,23.4,"bbh",2001
1,23.1,"bbh",2001
1,26.2,"bbh",2001
1,26.7,"bbh",2001
1,26.5,"bbh",2001
1,26.2,"bbh",2001
1,26.5,"bbh",2001
1,26.5,"bbh",2001
1,26.8,"bbh",2001
1,27.7,"bbh",2001
1,27.2,"bbh",2001
1,27.3,"bbh",2001
1,27,"bbh",2001
1,27.4,"bbh",2001
1,27.3,"bbh",2001
1,27.5,"bbh",2001
1,27.6,"bbh",2001
1,27.1,"bbh",2001
1,27.5,"bbh",2001
1,27.3,"bbh",2001
1,27.8,"bbh",2001
1,28.1,"bbh",2001
1,28.5,"bbh",2001
1,28.9,"bbh",2001
1,28.2,"bbh",2001
1,28.7,"bbh",2001
1,28,"bbh",2001
1,28.2,"bbh",2001
1,28.3,"bbh",2001
1,28.1,"bbh",2001
1,28.8,"bbh",2001
1,28.5,"bbh",2001
1,28.8,"bbh",2001
1,28.4,"bbh",2001
1,28.1,"bbh",2001
1,28.5,"bbh",2001
1,28.9,"bbh",2001
1,28.1,"bbh",2001
1,28.7,"bbh",2001
1,29.8,"bbh",2001
1,29.5,"bbh",2001
1,29,"bbh",2001
1,29.8,"bbh",2001
1,29.1,"bbh",2001
1,29.7,"bbh",2001
1,29.1,"bbh",2001
1,29.4,"bbh",2001
1,29.3,"bbh",2001
1,29.2,"bbh",2001
1,29.2,"bbh",2001
1,29.3,"bbh",2001
1,29.8,"bbh",2001
1,29,"bbh",2001
1,29.3,"bbh",2001
1,29,"bbh",2001
1,30.7,"bbh",2001
1,30,"bbh",2001
1,30.7,"bbh",2001
1,30.8,"bbh",2001
1,30.3,"bbh",2001
1,30.1,"bbh",2001
1,30.2,"bbh",2001
1,30.2,"bbh",2001
1,30.5,"bbh",2001
1,30.1,"bbh",2001
1,30.1,"bbh",2001
1,30.6,"bbh",2001
1,30.6,"bbh",2001
1,30.3,"bbh",2001
1,31.6,"bbh",2001
1,31.1,"bbh",2001
1,31.6,"bbh",2001
1,31.2,"bbh",2001
1,31.4,"bbh",2001
1,31.1,"bbh",2001
1,31.8,"bbh",2001
1,31.7,"bbh",2001
1,31.3,"bbh",2001
1,31.1,"bbh",2001
1,31.4,"bbh",2001
1,32.2,"bbh",2001
1,32.4,"bbh",2001
1,32.6,"bbh",2001
1,32.4,"bbh",2001
1,32.3,"bbh",2001
1,32.2,"bbh",2001
1,32.3,"bbh",2001
1,32.7,"bbh",2001
1,32.2,"bbh",2001
1,33.8,"bbh",2001
1,33.5,"bbh",2001
1,33.8,"bbh",2001
1,33.3,"bbh",2001
1,33.1,"bbh",2001
1,33.8,"bbh",2001
1,19.4,"bbh",2003
1,19.8,"bbh",2003
1,19.8,"bbh",2003
1,19.3,"bbh",2003
1,19.9,"bbh",2003
1,19.1,"bbh",2003
1,19,"bbh",2003
1,19.7,"bbh",2003
1,19.1,"bbh",2003
1,19.8,"bbh",2003
1,19.3,"bbh",2003
1,19.9,"bbh",2003
1,19.8,"bbh",2003
1,19.1,"bbh",2003
1,19.6,"bbh",2003
1,19.4,"bbh",2003
1,19.3,"bbh",2003
1,19.3,"bbh",2003
1,19.5,"bbh",2003
1,19.8,"bbh",2003
1,19.5,"bbh",2003
1,19.1,"bbh",2003
1,19.5,"bbh",2003
1,19.7,"bbh",2003
1,19.1,"bbh",2003
1,19.4,"bbh",2003
1,19.4,"bbh",2003
1,19.2,"bbh",2003
1,19,"bbh",2003
1,19.4,"bbh",2003
1,19.7,"bbh",2003
1,19.6,"bbh",2003
1,19.7,"bbh",2003
1,19.2,"bbh",2003
1,19.8,"bbh",2003
1,19.4,"bbh",2003
1,19.9,"bbh",2003
1,19.2,"bbh",2003
1,19.5,"bbh",2003
1,19.5,"bbh",2003
1,19.8,"bbh",2003
1,19.7,"bbh",2003
1,19.1,"bbh",2003
1,19.1,"bbh",2003
1,19.8,"bbh",2003
1,19.1,"bbh",2003
1,19.2,"bbh",2003
1,19.7,"bbh",2003
1,19.2,"bbh",2003
1,19.4,"bbh",2003
1,19.3,"bbh",2003
1,19.8,"bbh",2003
1,21.4,"bbh",2003
1,21.8,"bbh",2003
1,21.1,"bbh",2003
1,21.2,"bbh",2003
1,21.2,"bbh",2003
1,21.8,"bbh",2003
1,21.9,"bbh",2003
1,21.5,"bbh",2003
1,21.4,"bbh",2003
1,21.8,"bbh",2003
1,21.4,"bbh",2003
1,21.5,"bbh",2003
1,21.5,"bbh",2003
1,21.9,"bbh",2003
1,21.3,"bbh",2003
1,21.5,"bbh",2003
1,21,"bbh",2003
1,21.8,"bbh",2003
1,21.3,"bbh",2003
1,21.9,"bbh",2003
1,21.3,"bbh",2003
1,21.5,"bbh",2003
1,21.7,"bbh",2003
1,21.8,"bbh",2003
1,21.3,"bbh",2003
1,21.8,"bbh",2003
1,21.4,"bbh",2003
1,21.4,"bbh",2003
1,21.7,"bbh",2003
1,21.8,"bbh",2003
1,21.3,"bbh",2003
1,21.6,"bbh",2003
1,21.3,"bbh",2003
1,21.9,"bbh",2003
1,21.4,"bbh",2003
1,21.1,"bbh",2003
1,21.3,"bbh",2003
1,21.5,"bbh",2003
1,21.2,"bbh",2003
1,21.5,"bbh",2003
1,21.4,"bbh",2003
1,21.7,"bbh",2003
1,21.5,"bbh",2003
1,21.4,"bbh",2003
1,21.9,"bbh",2003
1,21.2,"bbh",2003
1,21.6,"bbh",2003
1,21.9,"bbh",2003
1,21.3,"bbh",2003
1,21.8,"bbh",2003
1,21.7,"bbh",2003
1,21,"bbh",2003
1,22.8,"bbh",2003
1,22.6,"bbh",2003
1,22,"bbh",2003
1,22.5,"bbh",2003
1,22.5,"bbh",2003
